n_cities,coord_variance,dist_mean,dist_std,dist_cv,density_proxy,nn_ratio,dist_skewness,max_min_ratio,label,winner,prolog_cost,prolog_time,aco_cost,aco_time,ga_cost,ga_time,prolog_score,aco_score,ga_score,decision_tier,sample_idx,region,spread_km,is_clustered,is_high_scatter
6.0,3.443282179741818,231.01886666666667,162.85325838020216,0.704934885751909,0.01876087782649684,0.2083033333785437,-0.11334221581151895,24.331709803477374,0,Prolog,941.5029999999999,0.006290600169450045,941.5029999999999,0.04676389996893704,941.5029999999999,0.3498911999631673,1.0,0.0,0.0,prolog_decisive,10,East Asia,220.0573027540559,1,0
16.0,10.447533039124435,418.5058,248.53226133293037,0.5938561934695538,0.02409616862260387,0.16319815639353144,0.20165026820896387,116.32299833689713,1,ACO,-1.0,-1.0,2412.2139999999995,0.10431219986639917,2324.4799999999996,0.6061897999607027,-1.0,0.19165502401068807,0.19104893831668587,speed_quality_balance,11,North America,933.3175048381518,1,0
13.0,58.688229715171374,1126.764717948718,508.4069069317107,0.45120946621160496,0.007330026091890431,0.23028553454974698,-0.25899704428776865,44.40643478975033,0,Prolog,6828.2080000000005,1.375565400114283,7797.400999999999,0.08274390012957156,6828.207999999999,0.8527701001148671,1.0,0.0,0.06215,prolog_decisive,12,South America,1073.1881450562828,0,1
16.0,12.370833940583541,495.09978333333333,244.69747010097944,0.494238693569036,0.01978581965655461,0.2472701041712568,0.043375065621450395,58.618958673826754,1,ACO,-1.0,-1.0,3448.8319999999994,0.13215359998866916,3592.783000000001,0.7229271000251174,-1.0,0.2214810812135756,0.15453666593857415,speed_quality_balance,13,Australia,461.4289119383255,0,0
17.0,30.719215870626137,781.4284926470588,376.9893685590015,0.48243616928014055,0.012445276836873333,0.2973202687103723,0.33103867741411463,13.496435970364127,2,Genetic,-1.0,-1.0,7028.977999999998,0.2765313000418246,5534.878000000001,0.6202557999640703,-1.0,0.17787749599665403,0.3511490778241578,speed_quality_balance,14,Africa,761.586360340498,0,0
9.0,3.9906809326607506,291.1438888888889,147.23952770453428,0.5057276945308862,0.02260441123377342,0.14521342062630352,-0.6420954879483037,48.45671579821465,0,Prolog,1327.524,0.1873373999260366,1334.8459999999998,0.05888499994762242,1327.524,0.4034596001729369,1.0,0.0,0.00275,prolog_decisive,15,South Asia,410.4834866577659,1,0
10.0,26.7769438417056,594.1187777777778,424.09771531150636,0.713826479105386,0.012980719008770071,0.10856701119809749,-0.16767177275474768,97.22142552283398,0,Prolog,2509.7079999999996,0.0747498997952789,2517.2139999999995,0.0449328999966383,2509.7079999999996,0.3693001000210643,1.0,0.0,0.0015,prolog_decisive,16,Middle East,748.7506486229618,1,0
11.0,62.67917688340452,986.5075999999999,420.0338999832189,0.4257786761938975,0.007009031141131424,0.26912929095436355,-0.0830756413981576,18.85318667291602,0,Prolog,5468.81,0.1908440999686718,6355.776999999999,0.06167480000294745,5468.8099999999995,0.3601115997880697,1.0,0.0,0.0698,prolog_decisive,17,Europe,944.7636916998651,0,1
17.0,12.549524926858698,463.62880147058826,217.6470544973667,0.4694424802924454,0.021095384652235285,0.21774049495129666,0.09685010541940649,30.015880518007375,2,Genetic,-1.0,-1.0,3841.1399999999994,0.14305979991331697,3343.551000000001,0.7157038000877947,-1.0,0.18855521600693465,0.2589268296922305,speed_quality_balance,18,East Asia,491.7521225122333,0,0
16.0,75.90674418779591,1059.2179916666666,527.2661401793927,0.4977881270216585,0.009070742225903853,0.29395660520274236,0.2916622322506746,36.323123173277665,2,Genetic,-1.0,-1.0,8241.731,0.26609060005284846,7699.23,0.6193899998907,-1.0,0.17871275199577213,0.25310773779741974,speed_quality_balance,19,North America,1143.2816461167893,0,0
14.0,18.036598980004076,588.8027032967033,346.77915881419256,0.5889564651666472,0.015364073408680103,0.12244242115019553,-0.3678349273140875,125.7686403508772,0,Prolog,3108.0190000000002,2.3088974999263883,3256.3099999999995,0.12191680003888905,3203.2799999999997,0.5292464001104236,1.0,0.0,0.00815,prolog_decisive,20,South America,869.8967672847408,1,0
12.0,4.63550620786679,277.5589545454545,174.74404562877115,0.6295745201769527,0.0270006137742237,0.11205637393661004,-0.2960857656437604,181.0146207736826,0,Prolog,1478.364,0.5999570998828858,1531.0059999999996,0.058398199966177344,1478.3639999999996,1.155640099896118,1.0,0.0,0.0172,prolog_decisive,21,Australia,627.8970803367315,1,0
6.0,73.20982552173012,1293.2664,507.14027688688526,0.39213906499611006,0.0031270405621251877,0.4919096070745105,0.06415995455859949,5.18125670663289,0,Prolog,5738.941,0.1471885999199003,5738.941,0.16149499989114702,5738.941,0.6322376001626253,1.0,0.0,0.0,prolog_decisive,22,Africa,1268.164557364512,0,1
13.0,20.22365194805367,641.9141025641026,318.87248854183275,0.4967525830451585,0.011766011213000409,0.2560010625273371,0.22628791857190092,26.87012962293241,0,Prolog,3714.736999999999,1.080553000094369,3916.0859999999993,0.08188830013386905,3846.2550000000006,0.4012963999994099,1.0,0.0,0.0089,prolog_decisive,23,South Asia,603.4804254018621,0,0
16.0,5.592326028572878,321.77110833333336,148.27858509793853,0.46082007134192987,0.030489625688912152,0.22687808385945568,0.10145413050686357,13.903673227010518,2,Genetic,-1.0,-1.0,2497.821999999999,0.11488710017874837,2197.6459999999997,0.5342640001326799,-1.0,0.19080903198570015,0.2589912832532458,speed_quality_balance,24,Middle East,287.69172678330165,0,0
8.0,1.8883457878645697,132.55382142857144,103.26756796270743,0.7790614170890174,0.04670182356396227,0.12513784831875568,-0.08289085169816962,142.91047205642974,0,Prolog,544.419,0.11899890005588531,548.73,0.043147699907422066,544.419,0.31206280016340315,1.0,0.0,0.00395,prolog_decisive,25,Europe,153.3884496514919,1,0
19.0,2.270300975091955,182.39274269005847,144.20502911246058,0.79062920478974,0.059056045823160375,0.10621325185459472,0.2794966584422102,35.97326383050277,2,Genetic,-1.0,-1.0,1321.3669999999997,0.14269529981538653,1218.827,0.6120510001201183,-1.0,0.18858437601476907,0.21538738388237072,speed_quality_balance,26,East Asia,382.0965481117304,1,0
14.0,156.045816931172,1618.814989010989,759.1306893204073,0.46894221666689434,0.005047018315367701,0.307356750254514,-0.061809164217602186,39.792104944988516,0,Prolog,9973.743999999999,2.246836599893868,12659.597,0.07511519989930093,10381.604,0.5010955999605358,1.0,0.0,0.08995,prolog_decisive,27,North America,1650.2225645951492,0,1
20.0,6.137617558178993,357.0629631578947,162.24134480505046,0.454377411115884,0.03172814609210783,0.2822115716197658,0.3641214954740083,17.423342541436465,1,ACO,-1.0,-1.0,2699.898999999999,0.1695147999562323,2994.1629999999996,0.6689101001247764,-1.0,0.2650621908832259,0.15262480954819688,speed_quality_balance,28,South America,327.3629714428778,0,0
13.0,7.4579697610471625,369.35791025641026,213.0522653640979,0.5768179303813904,0.019232391826976575,0.34513698876675003,0.28256506791905245,25.131101263745283,0,Prolog,2443.691,1.1521733000408858,2584.3959999999997,0.06947549991309643,2482.071,0.4337552001234144,1.0,0.0,0.0198,prolog_decisive,29,Australia,348.3385106847844,0,0
7.0,1.3774226992301786,163.89742857142858,108.85742740351512,0.6641802031450034,0.03199435651188822,0.2710911528290342,0.18679412815012608,18.63516780032604,0,Prolog,723.6949999999999,0.11506529990583658,737.394,0.057349300011992455,723.6949999999999,0.6037664001341909,1.0,0.0,0.0093,prolog_decisive,30,Africa,250.4171083115992,1,0
20.0,3.768095495879967,257.50896315789475,154.87579282513596,0.6014384545138026,0.04968483145922772,0.07688450824082708,-0.1027123986981063,116.90185973560384,1,ACO,-1.0,-1.0,1501.1229999999996,0.4275897000916302,1556.2259999999999,0.8647920000366867,-1.0,0.1941193009953673,0.13458473549294506,speed_quality_balance,31,South Asia,437.4763129895692,1,0
14.0,59.853215392174675,1019.8920439560441,452.5658828127039,0.44373900698082985,0.008445170486098514,0.3383174599302559,-0.1368910378859402,12.855869168085093,0,Prolog,6308.486,2.2977773000020534,8789.848999999998,0.07495180005207658,6308.486,0.44431330007500947,1.0,0.0,0.14115,prolog_decisive,32,Middle East,921.5099700945788,0,1
5.0,2.0582860954024564,190.6435,79.0515547010304,0.41465643833139026,0.02005906110836994,0.4256499697078579,-0.9264877859457615,6.814977769544276,0,Prolog,765.884,0.2003346998244524,765.8839999999999,0.04191889986395836,765.8839999999999,0.2096645999699831,1.0,0.0,0.0,prolog_decisive,33,Europe,186.2090237022361,0,0
11.0,2.647609137431557,219.1904909090909,88.06731190007143,0.40178436361364456,0.03317838650927996,0.2931721407622444,-0.3160645627550766,62.47191383595691,0,Prolog,1163.5979999999997,0.17565379990264773,1252.1789999999999,0.055907600093632936,1163.598,0.3932157000526786,1.0,0.0,0.03535,prolog_decisive,34,East Asia,202.01573489789683,0,0
14.0,35.264121863632596,661.983967032967,414.19982855593764,0.6256946530176468,0.015796003024510986,0.11609420141163737,-0.1958715107388155,192.93010911235623,0,Prolog,3331.506,2.5026837000623345,3444.3289999999997,0.05288450000807643,3331.5059999999994,0.2731008001137525,1.0,0.0,0.0164,prolog_decisive,35,North America,1007.7023135510493,1,0
17.0,0.977046619908319,134.7744411764706,81.76330472672184,0.6066677332363251,0.07856855020096383,0.1593712894158017,0.20573622522843116,48.34068873286526,2,Genetic,-1.0,-1.0,797.2779999999999,0.06527280015870929,723.403,0.3317340000066906,-1.0,0.19477817598730326,0.24856554447813745,speed_quality_balance,36,South America,297.8339972402344,1,0
7.0,69.43390625835754,1265.1096666666667,497.5212501735199,0.3932633377819313,0.0044704524953768435,0.4697588234680803,-0.40280117296396767,11.213666977239452,0,Prolog,5733.182,0.15106409997679293,5733.182,0.021044700173661113,5733.182,0.18466569995507598,1.0,0.0,0.0,prolog_decisive,37,Australia,952.0012271754563,0,1
12.0,5.002140315294135,314.5092121212121,164.00246219682703,0.5214551939216977,0.023469880327524124,0.2513023899478206,0.2898855167206996,17.978428593922217,0,Prolog,1625.539,0.2471181999426335,1710.3189999999997,0.038036299869418144,1640.7139999999997,0.23604419990442693,1.0,0.0,0.02035,prolog_decisive,38,Africa,289.1493636978781,0,0
19.0,23.64829999896782,690.4210233918128,329.8820345355788,0.47779836267872633,0.0158926272254953,0.28841387103445104,0.3660215145096626,21.77765523326348,2,Genetic,-1.0,-1.0,6876.859999999999,0.06612350000068545,6517.175999999999,0.3797540001105517,-1.0,0.19471011999994517,0.2351107977877814,speed_quality_balance,39,South Asia,622.911389301652,0,0
15.0,4.146489099299135,258.5363142857143,165.7018811381173,0.6409230424589267,0.03559883516697489,0.18378436880175958,0.07826813383462221,31.498950682056662,0,Prolog,1355.811,2.825317399809137,1417.9099999999999,0.051994800101965666,1380.2459999999999,0.2922745000105351,1.0,0.0,0.0133,prolog_decisive,40,Middle East,450.69026225022094,1,0
9.0,10.165964399097593,324.7202222222222,211.7683274348686,0.652156265432539,0.02902805068733331,0.17183647324431767,-0.1301012255411287,16.46422142801242,0,Prolog,1415.484,0.3617766001261771,1415.484,0.03261450002901256,1415.484,0.20092110009863973,1.0,0.0,0.0,prolog_decisive,41,Europe,573.9534829485665,1,0
8.0,23.367716307459425,683.5115714285714,311.13232627733316,0.4551968675922369,0.00841497892055233,0.42570767952303457,-0.10968572462123456,13.340302730865973,0,Prolog,3092.0119999999997,0.014137400081381202,3092.0119999999997,0.026266400003805757,3092.0119999999997,0.20449949987232685,1.0,0.0,0.0,prolog_decisive,42,East Asia,658.9381029899976,0,1
19.0,31.397268309959983,704.1367251461988,307.5225991904567,0.4367370543364376,0.016100562353792803,0.22164707013805962,-0.00862699116585159,210.03636074944427,2,Genetic,-1.0,-1.0,7980.316999999999,0.07024000003002584,4978.682000000001,0.39554239995777607,-1.0,0.19438079999759794,0.5006577125895159,speed_quality_balance,43,North America,622.9834543130833,0,0
10.0,22.773635887966577,700.7793777777778,315.3758480071596,0.4500358572297594,0.008608730000135203,0.3732059023045832,0.38961699750864787,8.908551560289368,0,Prolog,3962.435,0.048251799773424864,4176.442999999999,0.028945100028067827,3962.4349999999995,0.21317500015720725,1.0,0.0,0.0256,prolog_decisive,44,South America,818.3791609212336,0,0
7.0,3.577343414479395,255.92309523809524,147.9707012524229,0.578184243648507,0.025747222343317416,0.2138304196666223,-0.37448774988323213,11.016674594366048,0,Prolog,997.7729999999999,0.007669999962672591,997.7729999999999,0.01658840011805296,997.7729999999999,0.18291989993304014,1.0,0.0,0.0,prolog_decisive,45,Australia,445.29551076235964,1,0
17.0,24.272333074457308,625.4513235294118,420.2262433527165,0.6718768152593979,0.017131993325883846,0.09989247764379088,0.04880696902353883,260.14645974781763,2,Genetic,-1.0,-1.0,3716.374999999999,0.058237200137227774,3354.609,0.34540500002913177,-1.0,0.19534102398902178,0.27451495913919466,speed_quality_balance,46,Africa,834.4386392291251,1,0
12.0,85.17284943731973,1341.8613484848486,573.1719261878267,0.42714690816232165,0.005734926409095974,0.21910392132936013,-0.09030097034525904,17.40635954621988,0,Prolog,7616.837999999999,0.23655449994839728,9217.795999999998,0.0406974998768419,7992.752999999999,0.2532902001403272,1.0,0.0,0.06645,prolog_decisive,47,South Asia,1217.030394552478,0,1
19.0,4.305825157852163,273.325701754386,126.94190313590249,0.4644345640424775,0.037054194568768,0.2712052615076223,0.20714182489485075,30.942633567188338,2,Genetic,-1.0,-1.0,2732.1119999999996,0.07518010004423559,2017.7679999999998,0.40796890016645193,-1.0,0.19398559199646115,0.38083806899641903,speed_quality_balance,48,Middle East,286.2073313305729,0,0
17.0,12.081673518562864,422.28246323529413,213.03769858472953,0.5044909915333751,0.02055628373201102,0.27455584292748014,0.2283466254045112,46.06175942549372,2,Genetic,-1.0,-1.0,3998.2809999999995,0.05848500016145408,3028.3549999999996,0.32278729998506606,-1.0,0.1953211999870837,0.38032729050102937,speed_quality_balance,49,Europe,466.23906835947315,0,0
15.0,2.1223382405897535,193.7183619047619,116.94130157241271,0.6036665828813108,0.05378198599934848,0.07720555339346842,-0.20362026696610352,114.9398162812797,0,Prolog,1000.7360000000001,2.954025899991393,1048.822,0.056972899939864874,1001.612,0.29067460005171597,1.0,0.0,0.0225,prolog_decisive,50,East Asia,299.7799879412139,1,0
11.0,1.5192141974349633,152.33839999999998,90.86903562612414,0.5964946174183539,0.04476580689160757,0.2450149260999316,0.16500455087191643,13.740479140850887,0,Prolog,808.853,0.5312870000489056,880.0839999999998,0.03557209996506572,820.809,0.20988239999860525,1.0,0.0,0.0337,prolog_decisive,51,North America,345.290549893517,1,0
10.0,132.0087042695154,1665.3742000000002,802.7666936294644,0.48203382376733367,0.003845858913202549,0.3873585888384724,0.2648017460235484,35.581474657990675,0,Prolog,10028.687999999998,0.05812299996614456,11375.006,0.021744400030001998,10028.687999999998,0.2222136000636965,1.0,0.0,0.0592,prolog_decisive,52,South America,1522.115364080215,0,1
13.0,3.4471017824493138,266.42996153846155,119.87495838521694,0.4499304721323991,0.028447687935984373,0.28552286580150443,0.2006517817509656,27.41772870336928,0,Prolog,1655.221,0.6549021999817342,2101.72,0.03824159991927445,1655.221,0.26555219991132617,1.0,0.0,0.1062,prolog_decisive,53,Australia,328.2275846943194,0,0
7.0,4.119575033138905,311.24309523809524,123.16149433971208,0.3957083585918454,0.014464694562996165,0.4700689477907714,0.183141513151683,6.916948613059522,0,Prolog,1503.868,0.07962929992936552,1505.69,0.018037700094282627,1503.868,0.1655079999472946,1.0,0.0,0.0006,prolog_decisive,54,Africa,377.3009106315691,0,0
17.0,2.8456971864415337,218.5852205882353,141.26766455888597,0.6462818674506912,0.05672059303492699,0.15440740403107012,0.32288810810707064,94.9180636332535,2,Genetic,-1.0,-1.0,1411.6119999999999,0.07379759987816215,1279.984,0.45069349999539554,-1.0,0.19409619200974704,0.2413874861247333,speed_quality_balance,55,South Asia,515.4915059350296,1,0
15.0,8.392818973305378,345.09615238095233,251.6886370180343,0.7293290153527842,0.028110257341089406,0.08577493488633231,-0.0684694671645828,130.22139673105497,2,Genetic,1633.652,3.357006800128147,1720.7499999999998,0.05878419987857342,1648.887,0.2948743999004364,-1.0,0.19529726400971414,0.2182129497939974,speed_quality_balance,56,Middle East,459.02206521844954,1,0
12.0,64.46771223908694,1015.611,472.0736048503068,0.46481734133473035,0.007657875024188456,0.3400234768364397,0.09798692490367471,13.97580606459486,0,Prolog,6029.791,0.569550400134176,7003.833999999999,0.038289800053462386,6595.267999999998,0.2314265000168234,1.0,0.0,0.02915,prolog_decisive,57,Europe,964.5993904619285,0,1
8.0,5.403017951090568,333.3962142857143,154.11275217685755,0.46225105617061935,0.016576713194587967,0.39836722586832013,0.20152452648027733,10.413961328384577,0,Prolog,1685.0210000000002,0.04911849997006357,1803.9859999999999,0.023420799989253283,1685.0209999999997,0.22185349999926984,1.0,0.0,0.03295,prolog_decisive,58,East Asia,376.0276232168938,0,0
15.0,32.63681665150692,721.8860857142857,346.6386786475457,0.48018473483189056,0.011897857495238025,0.3390330850116056,0.19939624120551147,27.348115731471804,1,ACO,5408.705,3.0751286998856813,5457.464999999999,0.051609500078484416,5595.981000000002,0.34077659994363785,-1.0,0.21567345161667023,0.20537468865601588,speed_quality_balance,59,North America,703.1753107208548,0,0
19.0,10.369136207187688,434.18238596491227,259.78892733789,0.5983405493535715,0.024950093962447777,0.09326725659311415,-0.09275747692371684,155.94135206321334,1,ACO,-1.0,-1.0,2632.0829999999996,0.07251079985871911,2729.045,0.39716409984976053,-1.0,0.22262285199986276,0.17859600821920685,speed_quality_balance,60,South America,837.7231980850793,1,0
12.0,2.591211709688113,216.3370606060606,130.75844007522198,0.6044199718203939,0.03595464083378165,0.17446001420622675,-0.17533077467416633,70.15856200069469,0,Prolog,1055.8029999999999,0.6827589999884367,1129.494,0.031912999926134944,1055.803,0.2565642998088151,1.0,0.0,0.0326,prolog_decisive,61,Australia,492.6581957679059,1,0
10.0,85.74949987417772,1356.2708444444445,580.9994830151824,0.4283801317377513,0.004731294773902063,0.40658287558034134,0.13944422049618097,23.398523888549217,0,Prolog,8186.579999999999,0.07584959990344942,8743.357999999998,0.01945200003683567,8186.579999999999,0.20379179995507002,1.0,0.0,0.03185,prolog_decisive,62,Africa,1565.4603057407048,0,1
19.0,2.6837078037130895,222.39155555555556,118.54369640750417,0.5330404570055306,0.056028067468103536,0.20639154543185462,-0.05601817522652447,41.69597069597069,2,Genetic,-1.0,-1.0,1694.6029999999996,0.07808009977452457,1505.805,0.43554190010763705,-1.0,0.19375359201803805,0.25696943204481937,speed_quality_balance,63,South Asia,197.9407934507473,0,0
17.0,20.085586463651627,603.5061544117647,258.1961314735563,0.4278268408467502,0.01690667395265378,0.24219890442415562,-0.19068065881395493,24.827139744786805,1,ACO,-1.0,-1.0,3765.2289999999994,0.0772448000498116,3765.229,0.3507024999707937,-1.0,0.19382041599601516,0.19202938646598816,speed_quality_balance,64,Middle East,574.2071709659697,0,0
17.0,0.29630738217429664,62.53836764705883,34.153255030000395,0.5461168289960414,0.15307892728409841,0.2069571879286339,0.2977973171583332,48.289942711648635,2,Genetic,-1.0,-1.0,572.2069999999999,0.06443320005200803,407.85499999999996,0.39016830013133585,-1.0,0.19484534399583936,0.3988626258629686,speed_quality_balance,65,Europe,238.20877012564983,1,0
10.0,0.317363211904537,74.7473111111111,42.842702838184564,0.5731671440929739,0.07107823022143867,0.3817247681001681,1.0176259862034136,23.28703497438182,0,Prolog,470.702,0.0755553999915719,470.70199999999994,0.04556560004130006,470.70199999999994,0.26144539983943105,1.0,0.0,0.0,prolog_decisive,66,East Asia,229.69400016112365,1,0
10.0,97.50184000066444,1270.4291555555556,725.2447251136362,0.570865932934677,0.0038606655628021214,0.39382526590489664,0.8793232314312676,531.6631254811393,0,Prolog,8378.101,0.0589892000425607,8950.330999999998,0.0332012998405844,8378.101,0.2514271999243647,1.0,0.0,0.03195,prolog_decisive,67,North America,1602.4598141818835,0,1
5.0,5.209415116963267,369.96220000000005,129.95965017327495,0.3512781851045186,0.010530361352878825,0.49988782637793794,-0.7938434811262965,5.720801535234525,0,Prolog,1490.349,0.008186100050807,1490.349,0.011130700120702386,1490.349,0.155862599844113,1.0,0.0,0.0,prolog_decisive,68,South America,350.22996133700593,0,0
8.0,3.661576332957951,280.98935714285716,114.02864180647595,0.4058112483901051,0.01761098693284345,0.46106728495817456,-0.1672146928739488,5.256165029806579,0,Prolog,1453.763,0.007153499871492386,1729.2079999999999,0.02635759999975562,1453.763,0.1770046001765877,1.0,0.0,0.07965,prolog_decisive,69,Australia,365.3600839726424,0,0
8.0,17.74450696296882,590.2042142857143,373.8201540067054,0.6333742541284894,0.009974535308730327,0.19103980837625328,-0.11743738425039234,24.783578711387985,0,Prolog,2527.732,0.007799900136888027,2550.6389999999997,0.01666039996780455,2527.732,0.1872461000457406,1.0,0.0,0.0045,prolog_decisive,70,Africa,741.1054741550385,1,0
13.0,1.3956798774626655,156.77483333333333,96.78201237865416,0.6173313045269011,0.05319406760156302,0.15993932830499927,-0.16749349528609309,37.5398360053849,0,Prolog,834.703,0.5123948000837117,895.688,0.042044400004670024,838.918,0.251963600050658,1.0,0.0,0.0317,prolog_decisive,71,South Asia,275.8810292760537,1,0
13.0,127.95547750826486,1557.8056538461537,626.3777463143684,0.4020897887794086,0.005159183832546716,0.3437933540984068,0.02692084235406877,25.659777314450334,0,Prolog,9791.55,0.5928108000662178,10527.103999999998,0.12334520020522177,10148.284999999998,0.32693029986694455,1.0,0.0,0.018,prolog_decisive,72,Middle East,1313.5648733925846,0,1
6.0,41.83704787032961,768.5724666666666,330.5333917785749,0.4300614530365798,0.006103092863096931,0.4520770845551151,0.29959379712209866,8.564097740939182,0,Prolog,3121.362,0.06812710012309253,3318.5679999999998,0.01821919996291399,3121.3619999999996,0.1378701999783516,1.0,0.0,0.0297,prolog_decisive,73,Europe,592.3273831931256,0,0
7.0,1.1595997947654872,154.77971428571428,60.90556090034008,0.39349834170072173,0.03568622999741288,0.4282602555890492,-0.22364476968644292,10.590705325930495,0,Prolog,725.601,0.005267999833449721,764.3199999999999,0.014562600059434772,725.601,0.1650819000788033,1.0,0.0,0.02535,prolog_decisive,74,East Asia,127.14243421567969,0,0
10.0,1.751158980005927,183.46571111111112,111.56595007410984,0.6081024590286677,0.04733265321749621,0.15863073172498354,-0.012503973739834535,21.83254977073539,0,Prolog,873.4629999999999,0.04368190001696348,878.5449999999998,0.023593000136315823,873.4629999999999,0.20756709994748235,1.0,0.0,0.0029,prolog_decisive,75,North America,348.56641597836904,1,0
8.0,3.7897233521060967,274.73125,164.67936629870982,0.599419855945437,0.018824087842608892,0.2488522874627477,-0.1418169581205654,11.62665707055464,0,Prolog,1232.549,0.011021099984645844,1339.453,0.02751939999870956,1232.549,0.17438860004767776,1.0,0.0,0.0399,prolog_decisive,76,South America,385.22065581977455,1,0
8.0,43.981201832136875,970.3548214285714,407.8912332045722,0.42035266296102736,0.0054205928569598496,0.4684095858160868,-0.061278795403074286,8.691108316685089,0,Prolog,5210.498,0.008071299875155091,5220.9929999999995,0.02418849989771843,5210.498,0.1742476001381874,1.0,0.0,0.001,prolog_decisive,77,Australia,1109.834505341177,0,1
5.0,34.491387049260524,935.1303,343.64375663033655,0.36748221785812796,0.004123505750680037,0.5308109468808785,0.03532454023386879,3.3340370156823917,0,Prolog,3538.76,0.002142000012099743,3538.7599999999998,0.00645509990863502,3538.7599999999998,0.14788320008665323,1.0,0.0,0.0,prolog_decisive,78,Africa,859.6906454100591,0,0
16.0,29.684553625395544,778.8524666666667,346.16347560191684,0.44445320573153924,0.013212930517323944,0.24533690034749414,-0.08129979388443558,22.1049416142514,2,Genetic,-1.0,-1.0,6476.9209999999985,0.06806279998272657,5173.463,0.2916731999721378,-1.0,0.19455497600138189,0.36734793690227363,speed_quality_balance,79,South Asia,662.2849197406808,0,0
14.0,2.0594514098238004,189.2526373626374,120.64931148913598,0.6375039902770454,0.04161731552674979,0.23125550531616845,0.5696707252678801,45.96507908299272,0,Prolog,1250.4389999999996,1.2250657000113279,1413.666,0.049797300016507506,1322.9180000000001,0.27992779994383454,1.0,0.0,0.0321,prolog_decisive,80,Middle East,438.7795585746224,1,0
